IP,abuseipdb_is_whitelisted,abuseipdb_confidence_score,abuseipdb_country_code,abuseipdb_isp,abuseipdb_domain,abuseipdb_total_reports,abuseipdb_num_distinct_users,abuseipdb_last_reported_at,virustotal_reputation,virustotal_regional_internet_registry,virustotal_as_owner,harmless,malicious,suspicious,undetected,IBM_score,IBM_average history Score,IBM_most common score,virustotal_asn,SHODAN_asn,SHODAN_isp,ALIENVAULT_reputation,ALIENVAULT_asn,score_average_Mobat
43.131.244.10,FALSE,100,KR,Tencent Cloud Computing (Beijing) Co. Ltd.,tencent.com,0,0,2023-07-11T11:25:43+00:00,0.0,APNIC,"Tencent Building, Kejizhongyi Avenue",62.0,95.0,99.0,79.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,62.142.857.142.857.100
43.134.72.95,FALSE,100,SG,Aceville Pte.Ltd.,tencent.com,0,0,2023-10-26T21:37:01+00:00,0.0,APNIC,"Tencent Building, Kejizhongyi Avenue",64.0,98.0,100.0,76.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,6.257.142.857.142.850
43.134.72.95,FALSE,100,SG,Aceville Pte.Ltd.,tencent.com,0,0,2023-10-26T21:37:01+00:00,0.0,APNIC,"Tencent Building, Kejizhongyi Avenue",64.0,98.0,100.0,77.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,62.714.285.714.285.700
43.153.74.45,FALSE,100,US,Tencent Cloud Computing (Beijing) Co. Ltd.,tencent.com,0,0,2023-07-12T19:08:12+00:00,0.0,ARIN,"Tencent Building, Kejizhongyi Avenue",63.0,96.0,99.0,78.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,62.285.714.285.714.200
43.153.74.45,FALSE,100,US,Tencent Cloud Computing (Beijing) Co. Ltd.,tencent.com,0,0,2023-07-12T19:08:12+00:00,0.0,ARIN,"Tencent Building, Kejizhongyi Avenue",63.0,96.0,99.0,79.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,6.242.857.142.857.140
43.156.3.27,FALSE,0,SG,Aceville Pte.Ltd.,tencent.com,1086,394,2024-02-26T08:43:42+00:00,-1.0,APNIC,"Tencent Building, Kejizhongyi Avenue",58.0,89.0,99.0,80.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,4.642.857.142.857.140
43.156.3.27,FALSE,0,SG,Aceville Pte.Ltd.,tencent.com,1070,390,2024-02-26T19:28:53+00:00,-1.0,APNIC,"Tencent Building, Kejizhongyi Avenue",58.0,90.0,99.0,80.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,4.657.142.857.142.850
43.156.60.191,FALSE,100,SG,Aceville Pte.Ltd.,tencent.com,0,0,2023-11-30T01:22:35+00:00,-1.0,APNIC,"Tencent Building, Kejizhongyi Avenue",62.0,95.0,100.0,77.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,61.857.142.857.142.800
43.156.60.191,FALSE,100,SG,Aceville Pte.Ltd.,tencent.com,0,0,2023-11-30T01:22:35+00:00,-1.0,APNIC,"Tencent Building, Kejizhongyi Avenue",62.0,95.0,100.0,78.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,62.0
45.95.147.200,FALSE,100,NL,Alsycon B.V.,alsycon.nl,0,0,2023-08-11T22:10:27+00:00,-2.0,RIPE NCC,Alsycon B.V.,64.0,98.0,100.0,76.0,0.0,0.0,0.0,AS49870,None,None,FALSE,AS49870 alsycon b.v.,62.285.714.285.714.200
45.95.147.200,FALSE,100,NL,Alsycon B.V.,alsycon.nl,0,0,2023-08-11T22:10:27+00:00,-2.0,RIPE NCC,Alsycon B.V.,64.0,98.0,100.0,77.0,0.0,0.0,0.0,AS49870,None,None,FALSE,AS49870 alsycon b.v.,6.242.857.142.857.140
47.236.26.196,FALSE,22,SG,Alibaba Cloud LLC,alicloud.com,19,14,2024-02-26T08:00:02+00:00,0.0,APNIC,"Alibaba US Technology Co., Ltd.",57.0,89.0,100.0,78.0,0.0,0.0,0.0,AS45102,None,None,FALSE,ASNone,4.942.857.142.857.140
47.236.26.196,FALSE,21,SG,Alibaba Cloud LLC,alicloud.com,19,14,2024-02-26T08:00:02+00:00,0.0,APNIC,"Alibaba US Technology Co., Ltd.",57.0,90.0,100.0,78.0,0.0,0.0,0.0,AS45102,None,None,FALSE,ASNone,4.942.857.142.857.140
50.225.176.238,FALSE,0,US,Comcast Cable Communications LLC,comcast.net,1138,447,2024-02-26T08:07:38+00:00,-1.0,ARIN,COMCAST-7922,58.0,88.0,100.0,80.0,0.0,0.0,0.0,AS7922,None,None,FALSE,AS7922 comcast,4.642.857.142.857.140
50.225.176.238,FALSE,0,US,Comcast Cable Communications LLC,comcast.net,1119,446,2024-02-26T20:41:31+00:00,-1.0,ARIN,COMCAST-7922,58.0,89.0,100.0,80.0,0.0,0.0,0.0,AS7922,None,None,FALSE,AS7922 comcast,4.657.142.857.142.850
52.172.30.44,FALSE,0,IN,Microsoft Corporation,microsoft.com,1005,389,2024-02-26T08:00:02+00:00,-1.0,APNIC,MICROSOFT-CORP-MSN-AS-BLOCK,56.0,89.0,97.0,80.0,0.0,0.0,0.0,AS8075,AS8075,Microsoft Corporation,FALSE,AS8075 microsoft corporation,45.857.142.857.142.800
52.172.30.44,FALSE,0,IN,Microsoft Corporation,microsoft.com,997,388,2024-02-26T20:50:48+00:00,-1.0,APNIC,MICROSOFT-CORP-MSN-AS-BLOCK,56.0,90.0,97.0,80.0,0.0,0.0,0.0,AS8075,None,None,FALSE,AS8075 microsoft corporation,46.0
60.188.57.71,FALSE,100,CN,ChinaNet Zhejiang Province Network,chinatelecom.com.cn,0,0,2023-06-25T21:04:30+00:00,0.0,APNIC,CT-HangZhou-IDC,63.0,98.0,100.0,75.0,0.0,0.0,0.0,AS58461,None,None,FALSE,AS58461 ct-hangzhou-idc,62.285.714.285.714.200
60.188.57.71,FALSE,100,CN,ChinaNet Zhejiang Province Network,chinatelecom.com.cn,0,0,2023-06-25T21:04:30+00:00,0.0,APNIC,CT-HangZhou-IDC,63.0,98.0,100.0,76.0,0.0,0.0,0.0,AS58461,None,None,FALSE,AS58461 ct-hangzhou-idc,6.242.857.142.857.140
61.2.224.84,FALSE,100,IN,Bharat Sanchar Nigam Limited,bsnl.in,0,0,2023-11-30T01:35:24+00:00,-1.0,APNIC,National Internet Backbone,62.0,96.0,100.0,76.0,0.0,0.0,0.0,AS9829,None,None,FALSE,AS9829 national internet backbone,61.857.142.857.142.800
61.2.224.84,FALSE,100,IN,Bharat Sanchar Nigam Limited,bsnl.in,0,0,2023-11-30T01:35:24+00:00,-1.0,APNIC,National Internet Backbone,62.0,96.0,100.0,77.0,0.0,0.0,0.0,AS9829,None,None,FALSE,AS9829 national internet backbone,62.0
66.240.236.116,FALSE,0,US,CARInet Inc.,cari.net,870,203,2024-02-26T08:52:12+00:00,-6.0,ARIN,CARINET,54.0,86.0,99.0,79.0,0.0,0.0,0.0,AS10439,AS10439,"CariNet, Inc.",FALSE,AS10439 carinet  inc.,4.457.142.857.142.850
66.240.236.116,FALSE,0,US,CARInet Inc.,cari.net,916,206,2024-02-26T19:33:57+00:00,-6.0,ARIN,CARINET,54.0,87.0,99.0,79.0,0.0,0.0,0.0,AS10439,None,None,FALSE,AS10439 carinet  inc.,44.714.285.714.285.700
75.27.151.14,FALSE,100,US,AT&T Corp.,att.com,0,0,2023-06-05T13:54:22+00:00,0.0,ARIN,ATT-INTERNET4,66.0,98.0,100.0,78.0,0.0,0.0,0.0,AS7018,None,None,FALSE,AS7018 att services inc,63.142.857.142.857.100
75.27.151.14,FALSE,100,US,AT&T Corp.,att.com,0,0,2023-06-05T13:54:22+00:00,0.0,ARIN,ATT-INTERNET4,66.0,98.0,100.0,79.0,0.0,0.0,0.0,AS7018,None,None,FALSE,AS7018 att services inc,63.285.714.285.714.200
8.219.237.142,FALSE,100,SG,Alibaba Cloud (Singapore) Private Limited,alicloud.com,0,0,2023-07-19T06:14:17+00:00,-1.0,APNIC,"Alibaba US Technology Co., Ltd.",63.0,96.0,100.0,77.0,0.0,0.0,0.0,AS45102,None,None,FALSE,AS45102 alibaba (us) technology co.  ltd.,62.142.857.142.857.100
8.219.237.142,FALSE,100,SG,Alibaba Cloud (Singapore) Private Limited,alicloud.com,0,0,2023-07-19T06:14:17+00:00,-1.0,APNIC,"Alibaba US Technology Co., Ltd.",63.0,96.0,100.0,78.0,0.0,0.0,0.0,AS45102,None,None,FALSE,AS45102 alibaba (us) technology co.  ltd.,62.285.714.285.714.200
8.219.250.100,FALSE,100,SG,Alibaba Cloud (Singapore) Private Limited,alicloud.com,0,0,2023-11-30T01:42:23+00:00,-1.0,APNIC,"Alibaba US Technology Co., Ltd.",64.0,97.0,100.0,77.0,0.0,0.0,0.0,AS45102,None,None,FALSE,AS45102 alibaba (us) technology co.  ltd.,6.242.857.142.857.140
8.219.250.100,FALSE,100,SG,Alibaba Cloud (Singapore) Private Limited,alicloud.com,0,0,2023-11-30T01:42:23+00:00,-1.0,APNIC,"Alibaba US Technology Co., Ltd.",64.0,97.0,100.0,78.0,0.0,0.0,0.0,AS45102,None,None,FALSE,AS45102 alibaba (us) technology co.  ltd.,6.257.142.857.142.850
80.80.218.227,FALSE,99,UZ,IST Telekom LLC,etc.uz,0,0,2024-01-09T09:02:35+00:00,-1.0,RIPE NCC,Ist Telekom LLC,57.0,89.0,98.0,80.0,0.0,0.0,0.0,AS34718,None,None,FALSE,AS34718 llc texnoprosistem,60.285.714.285.714.200
80.80.218.227,FALSE,99,UZ,IST Telekom LLC,etc.uz,0,0,2024-01-09T09:02:35+00:00,-1.0,RIPE NCC,Ist Telekom LLC,57.0,90.0,98.0,80.0,0.0,0.0,0.0,AS34718,None,None,FALSE,AS34718 llc texnoprosistem,6.042.857.142.857.140
80.94.95.203,FALSE,86,MD,BTHoster LTD,bthoster.com,18,2,2024-02-24T18:40:16+00:00,0.0,RIPE NCC,SS-Net,63.0,97.0,100.0,76.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS35478 bunea telecom srl,60.285.714.285.714.200
80.94.95.203,FALSE,86,MD,BTHoster LTD,bthoster.com,19,2,2024-02-26T18:41:13+00:00,0.0,RIPE NCC,SS-Net,63.0,97.0,100.0,77.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS35478 bunea telecom srl,6.042.857.142.857.140
80.94.95.240,FALSE,100,MD,BTHoster LTD,bthoster.com,0,0,2023-12-03T09:45:26+00:00,0.0,RIPE NCC,SS-Net,63.0,95.0,100.0,78.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS35478 bunea telecom srl,62.285.714.285.714.200
80.94.95.240,FALSE,100,MD,BTHoster LTD,bthoster.com,0,0,2023-12-03T09:45:26+00:00,0.0,RIPE NCC,SS-Net,63.0,95.0,100.0,79.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS35478 bunea telecom srl,6.242.857.142.857.140
80.94.95.242,FALSE,86,MD,BTHoster LTD,bthoster.com,18,2,2024-02-24T18:40:20+00:00,0.0,RIPE NCC,SS-Net,64.0,96.0,100.0,78.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS35478 bunea telecom srl,6.057.142.857.142.850
80.94.95.242,FALSE,86,MD,BTHoster LTD,bthoster.com,19,2,2024-02-26T18:41:18+00:00,0.0,RIPE NCC,SS-Net,64.0,96.0,100.0,79.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS35478 bunea telecom srl,60.714.285.714.285.700
81.0.246.17,FALSE,100,DE,Contabo GmbH,contabo.com,0,0,2023-06-26T11:06:06+00:00,0.0,RIPE NCC,Contabo GmbH,64.0,98.0,100.0,76.0,0.0,0.0,0.0,AS51167,None,None,FALSE,AS15685 casablanca int,6.257.142.857.142.850
81.0.246.17,FALSE,100,DE,Contabo GmbH,contabo.com,0,0,2023-06-26T11:06:06+00:00,0.0,RIPE NCC,Contabo GmbH,64.0,98.0,100.0,77.0,0.0,0.0,0.0,AS51167,None,None,FALSE,AS15685 casablanca int,62.714.285.714.285.700
81.192.43.166,FALSE,0,MA,Office National des Postes et Telecommunications,iam.net.ma,279,169,2024-02-25T19:50:21+00:00,-1.0,AFRINIC,Itissalat Al-MAGHRIB,57.0,89.0,98.0,80.0,0.0,0.0,0.0,AS6713,None,None,FALSE,AS6713 itissalat al-maghrib,46.142.857.142.857.100
81.192.43.166,FALSE,0,MA,Office National des Postes et Telecommunications,iam.net.ma,286,172,2024-02-26T19:49:25+00:00,-1.0,AFRINIC,Itissalat Al-MAGHRIB,57.0,90.0,98.0,80.0,0.0,0.0,0.0,AS6713,AS6713,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,FALSE,AS6713 itissalat al-maghrib,46.285.714.285.714.200
84.78.93.70,FALSE,100,ES,Orange Espagne SA,orange.es,0,0,2023-11-30T01:46:46+00:00,-1.0,RIPE NCC,Orange Espagne SA,65.0,97.0,99.0,79.0,0.0,0.0,0.0,AS12479,None,None,FALSE,AS12479 orange espagne sa,62.714.285.714.285.700
84.78.93.70,FALSE,100,ES,Orange Espagne SA,orange.es,0,0,2023-11-30T01:46:46+00:00,-1.0,RIPE NCC,Orange Espagne SA,65.0,97.0,99.0,80.0,0.0,0.0,0.0,AS12479,None,None,FALSE,AS12479 orange espagne sa,62.857.142.857.142.800
87.246.7.230,FALSE,96,BG,Global Communication Net Plc,gcn.bg,16,1,2024-02-24T18:41:08+00:00,-1.0,RIPE NCC,SS-Net,64.0,98.0,100.0,76.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS204428 ss-net,61.857.142.857.142.800
87.246.7.230,FALSE,96,BG,Global Communication Net Plc,gcn.bg,17,1,2024-02-26T18:42:07+00:00,-1.0,RIPE NCC,SS-Net,64.0,98.0,100.0,77.0,0.0,0.0,0.0,AS204428,None,None,FALSE,AS204428 ss-net,62.0
91.224.92.22,FALSE,87,LT,Infocom UK Ltd,infocom.uk,17,2,2024-02-24T18:41:18+00:00,0.0,RIPE NCC,UAB Host Baltic,64.0,98.0,100.0,76.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS133398 tele asia limited,60.714.285.714.285.700
91.224.92.22,FALSE,86,LT,Infocom UK Ltd,infocom.uk,18,2,2024-02-26T18:42:18+00:00,0.0,RIPE NCC,UAB Host Baltic,64.0,98.0,100.0,77.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS133398 tele asia limited,60.714.285.714.285.700
91.240.118.77,FALSE,97,RU,Chang Way Technologies Co. Limited,changway.hk,2,1,2024-02-12T05:08:19+00:00,0.0,APNIC,Chang Way Technologies Co. Limited,62.0,96.0,98.0,78.0,0.0,0.0,0.0,AS57523,AS57523,Chang Way Technologies Co. Limited,FALSE,AS57523 chang way technologies co. limited,6.157.142.857.142.850
91.240.118.77,FALSE,97,RU,Chang Way Technologies Co. Limited,changway.hk,2,1,2024-02-12T05:08:19+00:00,0.0,APNIC,Chang Way Technologies Co. Limited,62.0,97.0,98.0,78.0,0.0,0.0,0.0,AS57523,None,None,FALSE,AS57523 chang way technologies co. limited,61.714.285.714.285.700
94.102.61.24,FALSE,0,NL,FiberXpress BV,fiberxpress.net,354,56,2024-02-15T09:55:44+00:00,-1.0,RIPE NCC,IP Volume inc,63.0,97.0,99.0,77.0,0.0,0.0,0.0,AS202425,None,None,FALSE,AS202425 ip volume inc,47.857.142.857.142.800
94.102.61.24,FALSE,0,NL,FiberXpress BV,fiberxpress.net,343,55,2024-02-15T09:55:44+00:00,-1.0,RIPE NCC,IP Volume inc,63.0,97.0,99.0,78.0,0.0,0.0,0.0,AS202425,None,None,FALSE,AS202425 ip volume inc,48.0
103.143.171.228,FALSE,0,ID,PT. Rak Super Ninja,ninjaserver.co.id,0,0,2024-01-22T17:25:59+00:00,-1.0,APNIC,PT. Rak Super Ninja,57.0,90.0,98.0,80.0,0.0,0.0,0.0,AS139400,None,None,FALSE,AS139400 pt. rak super ninja,46.285.714.285.714.200
103.143.171.228,FALSE,10,ID,PT. Rak Super Ninja,ninjaserver.co.id,0,0,2024-01-22T17:25:59+00:00,-1.0,APNIC,PT. Rak Super Ninja,57.0,90.0,98.0,80.0,0.0,0.0,0.0,AS139400,None,None,FALSE,AS139400 pt. rak super ninja,47.714.285.714.285.700
104.248.131.9,FALSE,90,DE,DigitalOcean LLC,digitalocean.com,1,1,2024-02-04T20:44:59+00:00,-3.0,RIPE NCC,DIGITALOCEAN-ASN,59.0,92.0,98.0,80.0,0.0,0.0,0.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,5.942.857.142.857.140
104.248.131.9,FALSE,90,DE,DigitalOcean LLC,digitalocean.com,1,1,2024-02-04T20:44:59+00:00,-3.0,RIPE NCC,DIGITALOCEAN-ASN,59.0,92.0,98.0,80.0,0.0,0.0,0.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,5.942.857.142.857.140
110.49.76.244,FALSE,0,TH,Advanced Info Service Public Company Limited,ais.co.th,627,273,2024-02-27T07:48:56+00:00,-1.0,APNIC,SBN-ISPAWN-ISP and SBN-NIXAWN-NIX,56.0,90.0,97.0,80.0,0.0,0.0,0.0,AS45458,None,None,FALSE,AS45458 sbn-isp/awn-isp and sbn-nix/awn-nix,46.0
110.49.76.244,FALSE,0,TH,Advanced Info Service Public Company Limited,ais.co.th,613,272,2024-02-27T17:23:07+00:00,-1.0,APNIC,SBN-ISPAWN-ISP and SBN-NIXAWN-NIX,56.0,90.0,97.0,80.0,0.0,0.0,0.0,AS45458,None,None,FALSE,AS45458 sbn-isp/awn-isp and sbn-nix/awn-nix,46.0
111.252.68.154,FALSE,100,TW,Chunghwa Telecom Co. Ltd.,cht.com.tw,0,0,2023-06-03T05:34:17+00:00,0.0,APNIC,Data Communication Business Group,65.0,99.0,100.0,77.0,0.0,0.0,0.0,AS3462,None,None,FALSE,AS3462 data communication business group,63.0
111.252.68.154,FALSE,100,TW,Chunghwa Telecom Co. Ltd.,cht.com.tw,0,0,2023-06-03T05:34:17+00:00,0.0,APNIC,Data Communication Business Group,65.0,99.0,100.0,77.0,0.0,0.0,0.0,AS3462,None,None,FALSE,AS3462 data communication business group,63.0
111.70.28.86,FALSE,100,TW,Chunghwa Telecom Co. Ltd.,cht.com.tw,0,0,2023-11-18T09:01:10+00:00,0.0,APNIC,Mobile Business Group,64.0,99.0,100.0,76.0,0.0,0.0,0.0,AS17421,None,None,FALSE,AS17421 mobile business group,62.714.285.714.285.700
111.70.28.86,FALSE,100,TW,Chunghwa Telecom Co. Ltd.,cht.com.tw,0,0,2023-11-18T09:01:10+00:00,0.0,APNIC,Mobile Business Group,64.0,99.0,100.0,76.0,0.0,0.0,0.0,AS17421,None,None,FALSE,AS17421 mobile business group,62.714.285.714.285.700
118.151.209.21,FALSE,98,IN,YASHTEL Yashash Cable Network Pvt Ltd,yashtel.co.in,1,1,2024-02-04T21:31:06+00:00,-1.0,APNIC,27134 lakshmi building adipampa road v.v.mohalla,57.0,92.0,100.0,76.0,0.0,0.0,0.0,AS131210,None,None,FALSE,AS131210 2713/4 lakshmi building adipampa road v.v.mohalla,60.285.714.285.714.200
118.151.209.21,FALSE,98,IN,YASHTEL Yashash Cable Network Pvt Ltd,yashtel.co.in,1,1,2024-02-04T21:31:06+00:00,-1.0,APNIC,27134 lakshmi building adipampa road v.v.mohalla,57.0,92.0,100.0,76.0,0.0,0.0,0.0,AS131210,None,None,FALSE,AS131210 2713/4 lakshmi building adipampa road v.v.mohalla,60.285.714.285.714.200
118.69.55.101,FALSE,98,VN,FPT Telecom,fpt.com.vn,1,1,2024-02-04T21:33:52+00:00,-13.0,APNIC,FPT Telecom Company,60.0,93.0,98.0,80.0,0.0,0.0,0.0,AS18403,None,None,FALSE,AS18403 fpt telecom company,5.942.857.142.857.140
118.69.55.101,FALSE,98,VN,FPT Telecom,fpt.com.vn,1,1,2024-02-04T21:33:52+00:00,-13.0,APNIC,FPT Telecom Company,60.0,93.0,98.0,80.0,0.0,0.0,0.0,AS18403,None,None,FALSE,AS18403 fpt telecom company,5.942.857.142.857.140
118.70.180.188,FALSE,0,VN,FPT Telecom,fpt.com.vn,1074,426,2024-02-27T08:54:50+00:00,-1.0,APNIC,FPT Telecom Company,54.0,87.0,98.0,80.0,0.0,0.0,0.0,AS18403,None,None,FALSE,AS18403 fpt telecom company,4.542.857.142.857.140
118.70.180.188,FALSE,0,VN,FPT Telecom,fpt.com.vn,1063,418,2024-02-27T17:10:25+00:00,-1.0,APNIC,FPT Telecom Company,54.0,87.0,98.0,80.0,0.0,0.0,0.0,AS18403,None,None,FALSE,AS18403 fpt telecom company,4.542.857.142.857.140
119.6.55.57,FALSE,0,CN,China Unicom Sichuan Province Network,chinaunicom.com,171,61,2024-02-27T02:58:57+00:00,0.0,APNIC,CHINA UNICOM China169 Backbone,56.0,89.0,99.0,79.0,0.0,0.0,0.0,AS4837,AS4837,CHINA UNICOM China169 Backbone,FALSE,AS4837 china unicom china169 backbone,46.142.857.142.857.100
119.6.55.57,FALSE,0,CN,China Unicom Sichuan Province Network,chinaunicom.com,175,63,2024-02-27T15:16:55+00:00,0.0,APNIC,CHINA UNICOM China169 Backbone,56.0,89.0,99.0,79.0,0.0,0.0,0.0,AS4837,AS4837,CHINA UNICOM China169 Backbone,FALSE,AS4837 china unicom china169 backbone,46.142.857.142.857.100
121.178.197.60,FALSE,100,KR,KT Corporation,kt.com,0,0,2023-07-27T08:20:35+00:00,0.0,APNIC,Korea Telecom,62.0,95.0,100.0,78.0,0.0,0.0,0.0,AS4766,None,None,FALSE,AS4766 korea telecom,62.142.857.142.857.100
121.178.197.60,FALSE,100,KR,KT Corporation,kt.com,0,0,2023-07-27T08:20:35+00:00,0.0,APNIC,Korea Telecom,62.0,95.0,100.0,78.0,0.0,0.0,0.0,AS4766,None,None,FALSE,AS4766 korea telecom,62.142.857.142.857.100
122.160.115.28,FALSE,100,IN,Bharti Airtel Ltd.,airtel.in,0,0,2023-11-09T10:17:36+00:00,0.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",63.0,96.0,100.0,78.0,0.0,0.0,0.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,6.242.857.142.857.140
122.160.115.28,FALSE,100,IN,Bharti Airtel Ltd.,airtel.in,0,0,2023-11-09T10:17:36+00:00,0.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",63.0,96.0,100.0,78.0,0.0,0.0,0.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,6.242.857.142.857.140
122.169.103.121,FALSE,97,IN,Bharti Airtel Ltd.,airtel.in,5,1,2024-02-03T07:13:56+00:00,-1.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",61.0,96.0,100.0,76.0,0.0,0.0,0.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,61.285.714.285.714.200
122.169.103.121,FALSE,97,IN,Bharti Airtel Ltd.,airtel.in,5,1,2024-02-03T07:13:56+00:00,-1.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",61.0,96.0,100.0,76.0,0.0,0.0,0.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,61.285.714.285.714.200
122.180.255.195,FALSE,100,IN,Bharti Airtel Ltd.,airtel.in,0,0,2023-11-09T10:17:41+00:00,0.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",63.0,98.0,100.0,76.0,0.0,0.0,0.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,6.242.857.142.857.140
122.180.255.195,FALSE,100,IN,Bharti Airtel Ltd.,airtel.in,0,0,2023-11-09T10:17:41+00:00,0.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",63.0,98.0,100.0,76.0,0.0,0.0,0.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,6.242.857.142.857.140
122.225.203.106,FALSE,0,CN,Kangda Automobile Co. Ltd.Zhejiang,chinatelecom.com.cn,413,114,2024-02-27T08:48:42+00:00,0.0,APNIC,Chinanet,55.0,88.0,99.0,79.0,0.0,0.0,0.0,AS4134,None,None,FALSE,AS4134 chinanet,45.857.142.857.142.800
122.225.203.106,FALSE,0,CN,Kangda Automobile Co. Ltd.Zhejiang,chinatelecom.com.cn,417,115,2024-02-27T20:24:04+00:00,0.0,APNIC,Chinanet,55.0,88.0,99.0,79.0,0.0,0.0,0.0,AS4134,None,None,FALSE,AS4134 chinanet,45.857.142.857.142.800
123.195.33.169,FALSE,98,TW,Kbro Co. Ltd.,kbro.com.tw,1,1,2024-02-04T21:52:41+00:00,-1.0,APNIC,kbro CO. Ltd.,62.0,96.0,100.0,77.0,0.0,0.0,0.0,AS38841,None,None,FALSE,AS38841 kbro co. ltd.,61.714.285.714.285.700
123.195.33.169,FALSE,98,TW,Kbro Co. Ltd.,kbro.com.tw,1,1,2024-02-04T21:52:41+00:00,-1.0,APNIC,kbro CO. Ltd.,62.0,96.0,100.0,77.0,0.0,0.0,0.0,AS38841,None,None,FALSE,AS38841 kbro co. ltd.,61.714.285.714.285.700
123.200.19.117,FALSE,100,BD,Corporate Subscriber,link3.net,0,0,2023-10-03T21:40:31+00:00,0.0,APNIC,Link3 Technologies Ltd.,65.0,98.0,100.0,78.0,0.0,0.0,0.0,AS23688,None,None,FALSE,AS23688 link3 technologies ltd.,63.0
123.200.19.117,FALSE,100,BD,Corporate Subscriber,link3.net,0,0,2023-10-03T21:40:31+00:00,0.0,APNIC,Link3 Technologies Ltd.,65.0,98.0,100.0,78.0,0.0,0.0,0.0,AS23688,None,None,FALSE,AS23688 link3 technologies ltd.,63.0
123.4.184.65,FALSE,100,CN,China Unicom Henan Province Network,chinaunicom.com,0,0,2023-06-03T18:10:37+00:00,0.0,APNIC,CHINA UNICOM China169 Backbone,61.0,96.0,100.0,76.0,0.0,0.0,0.0,AS4837,None,None,FALSE,AS4837 china unicom china169 backbone,61.857.142.857.142.800
123.4.184.65,FALSE,100,CN,China Unicom Henan Province Network,chinaunicom.com,0,0,2023-06-03T18:10:37+00:00,0.0,APNIC,CHINA UNICOM China169 Backbone,61.0,96.0,100.0,76.0,0.0,0.0,0.0,AS4837,None,None,FALSE,AS4837 china unicom china169 backbone,61.857.142.857.142.800
124.156.208.56,FALSE,100,JP,Tencent Cloud Computing (Beijing) Co. Ltd.,tencent.com,0,0,2023-11-30T00:06:04+00:00,-1.0,APNIC,"Tencent Building, Kejizhongyi Avenue",62.0,95.0,100.0,78.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,62.0
124.156.208.56,FALSE,100,JP,Tencent Cloud Computing (Beijing) Co. Ltd.,tencent.com,0,0,2023-11-30T00:06:04+00:00,-1.0,APNIC,"Tencent Building, Kejizhongyi Avenue",62.0,95.0,100.0,78.0,0.0,0.0,0.0,AS132203,None,None,FALSE,AS132203 tencent building  kejizhongyi avenue,62.0
125.99.241.130,FALSE,0,IN,Hathway Cable and Datacom Limited,hathway.com,285,102,2024-02-27T06:56:45+00:00,0.0,APNIC,Hathway IP Over Cable Internet,55.0,88.0,99.0,79.0,0.0,0.0,0.0,AS17488,None,None,FALSE,AS17488 hathway ip over cable internet,45.857.142.857.142.800
125.99.241.130,FALSE,0,IN,Hathway Cable and Datacom Limited,hathway.com,288,101,2024-02-27T19:12:42+00:00,0.0,APNIC,Hathway IP Over Cable Internet,55.0,88.0,99.0,79.0,0.0,0.0,0.0,AS17488,AS17488,Hathway IP Over Cable Internet,FALSE,AS17488 hathway ip over cable internet,45.857.142.857.142.800
